,CPT_CODE_OR_OTHER,Top_25_Avg,OSHPD_NUM,Hospital_Name
"Hernia Repair, Inguinal, 5 years and older",49505,,106130699, El Centro Regional Medical Center
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106130699, El Centro Regional Medical Center
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106130699, El Centro Regional Medical Center
Laparoscopic Cholecystectomy,47562,,106130699, El Centro Regional Medical Center
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106130699, El Centro Regional Medical Center
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106130699, El Centro Regional Medical Center
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106141273,Northern Inyo Healthcare District
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,$430.00,106141273,Northern Inyo Healthcare District
"Emergency Room Visit, Level 3 (moderate severity)",99283,$700.00,106141273,Northern Inyo Healthcare District
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$1,100.00",106141273,Northern Inyo Healthcare District
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$1,650.00",106141273,Northern Inyo Healthcare District
"Outpatient Visit, established patient, 15 minutes",99213,$225.00,106141273,Northern Inyo Healthcare District
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106141273,Northern Inyo Healthcare District
Basic Metabolic Panel,80048,$190.00,106141273,Northern Inyo Healthcare District
"Blood Gas Analysis, including 02 saturation",82805,$740.00,106141273,Northern Inyo Healthcare District
"Complete Blood Count, automated",85027,$118.00,106141273,Northern Inyo Healthcare District
"Complete Blood Count, with differential WBC, automated",85025,$114.00,106141273,Northern Inyo Healthcare District
Comprehensive Metabolic Panel,80053,$210.00,106141273,Northern Inyo Healthcare District
"Creatine Kinase (CK), (CPK), Total",82550,$200.00,106141273,Northern Inyo Healthcare District
Lipid Panel,80061,$155.00,106141273,Northern Inyo Healthcare District
Partial Thromboplastin Time,85730,$233.00,106141273,Northern Inyo Healthcare District
Prothrombin Time,85610,$135.00,106141273,Northern Inyo Healthcare District
Thyroid Stimulating Hormone,84443,$150.00,106141273,Northern Inyo Healthcare District
"Troponin, Quantitative",84484,$215.00,106141273,Northern Inyo Healthcare District
"Urinalysis, without microscopy",81002 or 81003,$75.00,106141273,Northern Inyo Healthcare District
"Urinalysis, with microscopy",81000 or 81001,$104.00,106141273,Northern Inyo Healthcare District
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106141273,Northern Inyo Healthcare District
"CT Scan, Abdomen, with contrast",74160,"$2,910.00",106141273,Northern Inyo Healthcare District
"CT Scan, Head or Brain, without contrast",70450,"$2,280.00",106141273,Northern Inyo Healthcare District
"CT Scan, Pelvis, with contrast",72193,"$2,910.00",106141273,Northern Inyo Healthcare District
"Mammography, Screening, Bilateral",77067,$380.00,106141273,Northern Inyo Healthcare District
"MRI, Brain, without contrast, followed by contrast",70553,"$4,670.00",106141273,Northern Inyo Healthcare District
"Ultrasound, Abdomen, Complete",76700,"$1,190.00",106141273,Northern Inyo Healthcare District
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,$960.00,106141273,Northern Inyo Healthcare District
"X-Ray, Lower Back, minimum four views",72110,$650.00,106141273,Northern Inyo Healthcare District
"X-Ray, Chest, two views",71046,$395.00,106141273,Northern Inyo Healthcare District
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106141273,Northern Inyo Healthcare District
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106141273,Northern Inyo Healthcare District
"Echocardiography, Transthoracic, complete, without Doppler",93307,,106141273,Northern Inyo Healthcare District
"Electrocardiogram, routine, with interpretation and report",93000,,106141273,Northern Inyo Healthcare District
"Inhalation Treatment, pressurized or nonpressurized",94640,,106141273,Northern Inyo Healthcare District
"Physical Therapy, Evaluation",97161-97163,,106141273,Northern Inyo Healthcare District
"Physical Therapy, Gait Training",97116,,106141273,Northern Inyo Healthcare District
"Physical Therapy, Therapeutic Exercise",97110,,106141273,Northern Inyo Healthcare District
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106141273,Northern Inyo Healthcare District
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106141273,Northern Inyo Healthcare District
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106141273,Northern Inyo Healthcare District
Carpal Tunnel Surgery,64721,,106141273,Northern Inyo Healthcare District
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106141273,Northern Inyo Healthcare District
"Colonoscopy, diagnostic",45378,,106141273,Northern Inyo Healthcare District
"Colonoscopy, with biopsy",45380,,106141273,Northern Inyo Healthcare District
"Colonoscopy, with lesion removal, by snare technique",45385,,106141273,Northern Inyo Healthcare District
"Discission, secondary membranous cataract, laser surgery",66821,,106141273,Northern Inyo Healthcare District
"Endoscopy, Upper GI, with biopsy",43239,,106141273,Northern Inyo Healthcare District
"Endoscopy, Upper GI, diagnostic",43235,,106141273,Northern Inyo Healthcare District
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106141273,Northern Inyo Healthcare District
"Hernia Repair, Inguinal, 5 years and older",49505,,106141273,Northern Inyo Healthcare District
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106141273,Northern Inyo Healthcare District
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106141273,Northern Inyo Healthcare District
Laparoscopic Cholecystectomy,47562,,106141273,Northern Inyo Healthcare District
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106141273,Northern Inyo Healthcare District
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106141273,Northern Inyo Healthcare District
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106150706,Delano Regional Medical Center
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,$276.00,106150706,Delano Regional Medical Center
"Emergency Room Visit, Level 3 (moderate severity)",99283,$496.50,106150706,Delano Regional Medical Center
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,$827.00,106150706,Delano Regional Medical Center
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$1,323.00",106150706,Delano Regional Medical Center
"Outpatient Visit, established patient, 15 minutes",99213,$161.50,106150706,Delano Regional Medical Center
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106150706,Delano Regional Medical Center
Basic Metabolic Panel,80048,$145.00,106150706,Delano Regional Medical Center
"Blood Gas Analysis, including 02 saturation",82805,$357.00,106150706,Delano Regional Medical Center
"Complete Blood Count, automated",85027,$77.00,106150706,Delano Regional Medical Center
"Complete Blood Count, with differential WBC, automated",85025,$83.00,106150706,Delano Regional Medical Center
Comprehensive Metabolic Panel,80053,$292.50,106150706,Delano Regional Medical Center
"Creatine Kinase (CK), (CPK), Total",82550,$72.50,106150706,Delano Regional Medical Center
Lipid Panel,80061,$107.00,106150706,Delano Regional Medical Center
Partial Thromboplastin Time,85730,$95.50,106150706,Delano Regional Medical Center
Prothrombin Time,85610,$53.50,106150706,Delano Regional Medical Center
Thyroid Stimulating Hormone,84443,$262.50,106150706,Delano Regional Medical Center
"Troponin, Quantitative",84484,$167.00,106150706,Delano Regional Medical Center
"Urinalysis, without microscopy",81002 or 81003,$36.50,106150706,Delano Regional Medical Center
"Urinalysis, with microscopy",81000 or 81001,$64.50,106150706,Delano Regional Medical Center
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106150706,Delano Regional Medical Center
"CT Scan, Abdomen, with contrast",74160,"$1,352.50",106150706,Delano Regional Medical Center
"CT Scan, Head or Brain, without contrast",70450,"$1,275.50",106150706,Delano Regional Medical Center
"CT Scan, Pelvis, with contrast",72193,"$1,486.50",106150706,Delano Regional Medical Center
"Mammography, Screening, Bilateral",77067,$145.50,106150706,Delano Regional Medical Center
"MRI, Brain, without contrast, followed by contrast",70553,"$3,414.00",106150706,Delano Regional Medical Center
"Ultrasound, Abdomen, Complete",76700,$418.50,106150706,Delano Regional Medical Center
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,$418.50,106150706,Delano Regional Medical Center
"X-Ray, Lower Back, minimum four views",72110,$474.00,106150706,Delano Regional Medical Center
"X-Ray, Chest, two views",71046,$246.00,106150706,Delano Regional Medical Center
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106150706,Delano Regional Medical Center
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106150706,Delano Regional Medical Center
"Echocardiography, Transthoracic, complete, without Doppler",93307,$714.00,106150706,Delano Regional Medical Center
"Electrocardiogram, routine, with interpretation and report",93000,,106150706,Delano Regional Medical Center
"Inhalation Treatment, pressurized or nonpressurized",94640,$47.00,106150706,Delano Regional Medical Center
"Physical Therapy, Evaluation",97161-97163,,106150706,Delano Regional Medical Center
"Physical Therapy, Gait Training",97116,$68.50,106150706,Delano Regional Medical Center
"Physical Therapy, Therapeutic Exercise",97110,$75.50,106150706,Delano Regional Medical Center
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106150706,Delano Regional Medical Center
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106150706,Delano Regional Medical Center
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106150706,Delano Regional Medical Center
Carpal Tunnel Surgery,64721,,106150706,Delano Regional Medical Center
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106150706,Delano Regional Medical Center
"Colonoscopy, diagnostic",45378,,106150706,Delano Regional Medical Center
"Colonoscopy, with biopsy",45380,,106150706,Delano Regional Medical Center
"Colonoscopy, with lesion removal, by snare technique",45385,,106150706,Delano Regional Medical Center
"Discission, secondary membranous cataract, laser surgery",66821,,106150706,Delano Regional Medical Center
"Endoscopy, Upper GI, with biopsy",43239,,106150706,Delano Regional Medical Center
"Endoscopy, Upper GI, diagnostic",43235,,106150706,Delano Regional Medical Center
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106150706,Delano Regional Medical Center
"Hernia Repair, Inguinal, 5 years and older",49505,,106150706,Delano Regional Medical Center
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106150706,Delano Regional Medical Center
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106150706,Delano Regional Medical Center
Laparoscopic Cholecystectomy,47562,,106150706,Delano Regional Medical Center
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106150706,Delano Regional Medical Center
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106150706,Delano Regional Medical Center
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106150722,Bakersfield Memorial Hospital
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,"$1,015.00",106150722,Bakersfield Memorial Hospital
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$1,351.00",106150722,Bakersfield Memorial Hospital
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$2,155.00",106150722,Bakersfield Memorial Hospital
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$4,912.00",106150722,Bakersfield Memorial Hospital
"Outpatient Visit, established patient, 15 minutes",99213,$284.00,106150722,Bakersfield Memorial Hospital
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106150722,Bakersfield Memorial Hospital
Basic Metabolic Panel,80048,$530.00,106150722,Bakersfield Memorial Hospital
"Blood Gas Analysis, including 02 saturation",82805,$453.00,106150722,Bakersfield Memorial Hospital
"Complete Blood Count, automated",85027,$228.00,106150722,Bakersfield Memorial Hospital
"Complete Blood Count, with differential WBC, automated",85025,$279.00,106150722,Bakersfield Memorial Hospital
Comprehensive Metabolic Panel,80053,$579.00,106150722,Bakersfield Memorial Hospital
"Creatine Kinase (CK), (CPK), Total",82550,$305.00,106150722,Bakersfield Memorial Hospital
Lipid Panel,80061,$678.00,106150722,Bakersfield Memorial Hospital
Partial Thromboplastin Time,85730,$254.00,106150722,Bakersfield Memorial Hospital
Prothrombin Time,85610,$254.00,106150722,Bakersfield Memorial Hospital
Thyroid Stimulating Hormone,84443,$373.00,106150722,Bakersfield Memorial Hospital
"Troponin, Quantitative",84484,,106150722,Bakersfield Memorial Hospital
"Urinalysis, without microscopy",81002 or 81003,$114.00,106150722,Bakersfield Memorial Hospital
"Urinalysis, with microscopy",81000 or 81001,$316.00,106150722,Bakersfield Memorial Hospital
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106150722,Bakersfield Memorial Hospital
"CT Scan, Abdomen, with contrast",74160,"$4,963.00",106150722,Bakersfield Memorial Hospital
"CT Scan, Head or Brain, without contrast",70450,"$2,685.00",106150722,Bakersfield Memorial Hospital
"CT Scan, Pelvis, with contrast",72193,"$5,947.00",106150722,Bakersfield Memorial Hospital
"Mammography, Screening, Bilateral",77067,$782.00,106150722,Bakersfield Memorial Hospital
"MRI, Brain, without contrast, followed by contrast",70553,"$6,879.00",106150722,Bakersfield Memorial Hospital
"Ultrasound, Abdomen, Complete",76700,"$1,620.00",106150722,Bakersfield Memorial Hospital
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,"$1,246.00",106150722,Bakersfield Memorial Hospital
"X-Ray, Lower Back, minimum four views",72110,$905.00,106150722,Bakersfield Memorial Hospital
"X-Ray, Chest, two views",71046,,106150722,Bakersfield Memorial Hospital
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106150722,Bakersfield Memorial Hospital
